/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Bigler, Matthias; Steffensen, Jørgen Peder; Hutterli, Manuel A; Fischer, Hubertus (2012): EDC dust laser signal (24-769.5 m) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.780541, 
	In supplement to: Lambert, F et al. (2012): Centennial mineral dust variability in high-resolution ice core data from Dome C, Antarctica. Climate of the Past, 8, 609-623, https://doi.org/10.5194/cp-8-609-2012
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 784.99 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	The file "EDC_KPHdust_1cm.dat" contains the EPICA Dome C insoluble dust measured with the Copenhavn laser sensor on a depth and EDC3 age scale. Below 769.5m depth insoluble dust was measured with the Bern sensor, data available in the file "EDC_CaDustConc_1cm.dat".
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Signal [V] (Signal) * PI: Lambert, Fabrice (https://orcid.org/0000-0002-2192-024X, ambert@uc.c) * COMMENT: of dust laser
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	44031 data points
*/
Age [ka BP]	Depth ice/snow [m]	Signal [V]
25.600210	566.62	1.0992
25.601125	566.63	1.1501
25.602040	566.64	1.1496
25.602956	566.65	1.1489
25.603871	566.66	1.1018
25.604786	566.67	1.1432
25.605701	566.68	1.0989
25.606617	566.69	1.0664
25.607532	566.70	1.0334
25.608447	566.71	1.0294
25.609362	566.72	1.0112
25.610278	566.73	1.0354
25.611193	566.74	1.1009
25.612108	566.75	1.1117
25.613024	566.76	1.1209
25.613939	566.77	1.1187
25.614854	566.78	1.1098
25.615769	566.79	1.1393
25.616685	566.80	1.1258
25.617600	566.81	1.1374
25.618515	566.82	1.1447
25.619430	566.83	1.1572
25.620346	566.84	1.1485
25.621261	566.85	1.1410
25.622176	566.86	1.1306
25.623092	566.87	1.1310
25.624007	566.88	1.1049
25.624922	566.89	1.1220
25.625837	566.90	1.1091
25.626753	566.91	1.1406
25.627668	566.92	1.1439
25.628583	566.93	1.1394
25.630414	566.95	1.1787
25.631329	566.96	1.1245
25.632244	566.97	1.1148
25.633160	566.98	1.0959
25.634075	566.99	1.0997
25.634990	567.00	1.1002
25.635905	567.01	1.1692
25.636821	567.02	1.2190
25.637736	567.03	1.2652
25.638651	567.04	1.2939
25.639566	567.05	1.2979
25.640487	567.06	1.2999
25.641408	567.07	1.3496
25.642328	567.08	1.3382
25.643249	567.09	1.2939
25.644170	567.10	1.2806
25.645090	567.11	1.2588
25.646011	567.12	1.4126
25.646932	567.13	1.4544
25.647852	567.14	1.4593
25.648773	567.15	1.5800
25.649694	567.16	1.7732
25.650614	567.17	1.9417
25.651535	567.18	1.9001
25.652456	567.19	1.7665
25.653376	567.20	1.5834
25.654297	567.21	1.5634
25.655218	567.22	1.4647
25.656138	567.23	1.3257
25.657059	567.24	1.2474
25.657980	567.25	1.1472
25.658900	567.26	1.1449
25.659821	567.27	1.1763
25.660742	567.28	1.1747
25.661662	567.29	1.1435
25.662583	567.30	1.1458
25.663504	567.31	1.1813
25.664424	567.32	1.2260
25.665345	567.33	1.2026
25.666266	567.34	1.2551
25.667186	567.35	1.2660
25.668107	567.36	1.3451
25.669028	567.37	1.4249
25.669948	567.38	1.4625
25.670869	567.39	1.4566
25.671790	567.40	1.3757
25.675472	567.44	1.3874
25.676393	567.45	1.4013
25.677314	567.46	1.2652
25.678234	567.47	1.2628
25.679155	567.48	1.1803
25.680076	567.49	1.1730
25.680996	567.50	1.3102
25.681917	567.51	1.4378
25.682838	567.52	1.3127
25.683758	567.53	1.2827
25.684679	567.54	1.2539
25.685600	567.55	1.2298
25.686520	567.56	1.1530
25.687441	567.57	1.1125
25.688362	567.58	1.0892
25.689282	567.59	1.1307
25.690203	567.60	1.2073
25.691156	567.61	1.2181
25.692109	567.62	1.1480
25.693061	567.63	1.2886
25.694014	567.64	1.3162
25.694967	567.65	1.2430
25.695920	567.66	1.2042
25.696872	567.67	1.1819
25.697825	567.68	1.1559
25.698778	567.69	1.2097
25.699730	567.70	1.2304
25.700683	567.71	1.2806
25.701636	567.72	1.3377
25.702589	567.73	1.3578
25.703541	567.74	1.3235
25.704494	567.75	1.4235
25.705447	567.76	1.4797
25.706400	567.77	1.4486
25.707352	567.78	1.3755
25.708305	567.79	1.3169
25.709258	567.80	1.2757
25.710210	567.81	1.2538
25.711163	567.82	1.2823
25.712116	567.83	1.2810
25.713069	567.84	1.2718
25.714022	567.85	1.2390
25.714974	567.86	1.2222
25.715927	567.87	1.2381
25.716880	567.88	1.2327
25.717832	567.89	1.2402
25.718785	567.90	1.2418
25.719738	567.91	1.2497
25.720691	567.92	1.2607
25.721643	567.93	1.2468
25.722596	567.94	1.2217
25.723549	567.95	1.2309
25.724502	567.96	1.3283
25.725454	567.97	1.3282
25.726407	567.98	1.3230
25.727360	567.99	1.3737
25.728312	568.00	1.4620
25.729265	568.01	1.5463
25.730218	568.02	1.4644
25.731171	568.03	1.4483
25.732123	568.04	1.4570
25.733076	568.05	1.4236
25.734029	568.06	1.3971
25.734982	568.07	1.4716
25.735934	568.08	1.5105
25.736887	568.09	1.5197
25.737840	568.10	1.5194
25.738793	568.11	1.4392
25.739745	568.12	1.3983
25.740698	568.13	1.4463
25.741651	568.14	1.5202
25.742604	568.15	1.3847
25.743558	568.16	1.4732
25.744513	568.17	1.7700
25.745468	568.18	1.7878
25.746423	568.19	1.7799
25.747378	568.20	1.6987
25.748332	568.21	1.5279
25.749287	568.22	1.2646
25.750242	568.23	1.1577
25.751197	568.24	1.1484
25.752151	568.25	1.1935
25.753106	568.26	1.1565
25.754061	568.27	1.1678
25.755016	568.28	1.1574
25.755971	568.29	1.1610
25.756925	568.30	1.6044
25.757880	568.31	1.5204
25.758835	568.32	1.5088
25.759790	568.33	1.5251
25.760745	568.34	1.4916
25.761699	568.35	1.3435
25.762654	568.36	1.3149
25.763609	568.37	1.3862
25.764564	568.38	1.6989
25.765519	568.39	1.4947
25.766473	568.40	1.3300
25.767428	568.41	1.2547
25.768383	568.42	1.2104
25.769338	568.43	1.2295
25.770292	568.44	1.1873
25.771247	568.45	1.1682
25.772202	568.46	1.2058
25.773157	568.47	1.2009
25.774112	568.48	1.1186
25.775066	568.49	1.1017
25.776021	568.50	1.0840
25.776976	568.51	1.1536
25.777931	568.52	1.2462
25.778886	568.53	1.2187
25.779840	568.54	1.1275
25.780795	568.55	1.1311
25.781750	568.56	1.0888
25.782705	568.57	1.1079
25.783660	568.58	1.2220
25.784614	568.59	1.2154
25.785569	568.60	1.2959
25.786524	568.61	1.3820
25.787479	568.62	1.2369
25.788434	568.63	1.2218
25.789388	568.64	1.2587
25.790343	568.65	1.2492
25.791298	568.66	1.2625
25.792253	568.67	1.3737
25.796061	568.71	1.3266
25.797004	568.72	1.3611
25.797948	568.73	1.4178
25.798891	568.74	1.5776
25.799834	568.75	1.4306
25.800778	568.76	1.3279
25.801722	568.77	1.2727
25.802665	568.78	1.2900
25.803608	568.79	1.3548
25.804552	568.80	1.3415
25.805495	568.81	1.2970
25.806439	568.82	1.2279
25.808326	568.84	1.2390
25.809269	568.85	1.2410
25.810213	568.86	1.2565
25.811156	568.87	1.3375
25.812100	568.88	1.4327
25.813043	568.89	1.5463
25.813986	568.90	1.4292
25.814930	568.91	1.4184
25.815873	568.92	1.4608
25.816817	568.93	1.5418
25.817760	568.94	1.6265
25.818704	568.95	1.7177
25.819647	568.96	1.6965
25.820591	568.97	1.4866
25.821534	568.98	1.3778
25.822478	568.99	1.2931
25.823421	569.00	1.2588
25.824365	569.01	1.1857
25.825308	569.02	1.2179
25.826252	569.03	1.1779
25.827195	569.04	1.1370
25.828138	569.05	1.1278
25.829082	569.06	1.2035
25.830025	569.07	1.2221
25.830969	569.08	1.2636
25.831912	569.09	1.2610
25.832856	569.10	1.2818
25.833799	569.11	1.3249
25.834743	569.12	1.3347
25.835686	569.13	1.3737
25.836630	569.14	1.3546
25.837573	569.15	1.2948
25.838517	569.16	1.2699
25.839460	569.17	1.2186
25.840404	569.18	1.1997
25.841347	569.19	1.2292
25.842290	569.20	1.2306
25.843234	569.21	1.2669
25.844177	569.22	1.2413
25.845121	569.23	1.2199
25.846064	569.24	1.2035
25.847008	569.25	1.2095
25.847970	569.26	1.3447
25.848932	569.27	1.2961
25.849893	569.28	1.2744
25.850855	569.29	1.3209
25.851817	569.30	1.3032
25.852779	569.31	1.2227
25.853741	569.32	1.2083
25.854703	569.33	1.2074
25.855665	569.34	1.1843
25.856626	569.35	1.1842
25.857588	569.36	1.2086
25.858550	569.37	1.2196
25.859512	569.38	1.2389
25.860474	569.39	1.2935
25.861436	569.40	1.2994
25.862398	569.41	1.2963
25.863360	569.42	1.3096
25.864321	569.43	1.2515
25.865283	569.44	1.2252
25.866245	569.45	1.2461
25.867207	569.46	1.2521
25.868169	569.47	1.2398
25.869131	569.48	1.2521
25.870092	569.49	1.2534
25.871054	569.50	1.2564
25.874902	569.54	1.2558
25.875864	569.55	1.2633
25.876826	569.56	1.2902
25.877787	569.57	1.2839
25.878749	569.58	1.2803
25.879711	569.59	1.2277
25.880673	569.60	1.1703
25.881635	569.61	1.2308
25.882597	569.62	1.2124
25.883558	569.63	1.2656
25.884520	569.64	1.3093
25.885482	569.65	1.2821
25.886444	569.66	1.3733
25.887406	569.67	1.4121
25.888368	569.68	1.2365
25.889330	569.69	1.1439
25.890292	569.70	1.1029
25.891253	569.71	1.1299
25.892215	569.72	1.2375
25.893177	569.73	1.2377
25.894139	569.74	1.2221
25.895101	569.75	1.1915
25.896063	569.76	1.2926
25.897025	569.77	1.3225
25.897986	569.78	1.2695
25.900813	569.81	1.2916
25.901716	569.82	1.3522
25.902619	569.83	1.3655
25.903522	569.84	1.3216
25.904424	569.85	1.3638
25.905327	569.86	1.3791
25.906230	569.87	1.3398
25.907133	569.88	1.2886
25.908036	569.89	1.2582
25.908939	569.90	1.1663
25.909841	569.91	1.1677
25.910744	569.92	1.2288
25.911647	569.93	1.2721
25.912550	569.94	1.3175
25.913453	569.95	1.3371
25.914356	569.96	1.3303
25.915258	569.97	1.3127
25.916161	569.98	1.2931
25.917064	569.99	1.2754
25.917967	570.00	1.2813
25.918870	570.01	1.2815
25.919773	570.02	1.2453
25.920676	570.03	1.2296
25.921578	570.04	1.1937
25.922481	570.05	1.2116
25.924287	570.07	1.1944
25.925190	570.08	1.1747
25.926093	570.09	1.1489
25.926995	570.10	1.1340
25.927898	570.11	1.1354
25.928801	570.12	1.1541
25.929704	570.13	1.1401
25.930607	570.14	1.1467
25.931510	570.15	1.2125
25.932412	570.16	1.2203
25.933315	570.17	1.2401
25.934218	570.18	1.2542
25.935121	570.19	1.1784
25.936024	570.20	1.1232
25.936927	570.21	1.0774
25.937830	570.22	1.0971
25.938732	570.23	1.2913
25.939635	570.24	1.3740
25.940538	570.25	1.2801
25.941441	570.26	1.1915
25.942344	570.27	1.2409
25.943246	570.28	1.2057
25.944149	570.29	1.1984
25.945052	570.30	1.2488
25.945955	570.31	1.2946
25.946858	570.32	1.3669
25.947761	570.33	1.3589
25.948664	570.34	1.3378
25.949566	570.35	1.2956
25.950491	570.36	1.2441
25.951416	570.37	1.3265
25.952342	570.38	1.3661
25.953266	570.39	1.3605
25.954192	570.40	1.3316
25.955117	570.41	1.4158
25.956042	570.42	1.4514
25.956967	570.43	1.3801
25.957892	570.44	1.2821
25.958817	570.45	1.2398
25.959742	570.46	1.3003
25.960667	570.47	1.2391
25.961592	570.48	1.1382
25.962517	570.49	1.1160
25.963442	570.50	1.2093
25.964367	570.51	1.2237
25.965292	570.52	1.1760
25.966217	570.53	1.1744
25.967142	570.54	1.2000
25.968067	570.55	1.2604
25.968992	570.56	1.3548
25.969917	570.57	1.2516
25.970842	570.58	1.2038
25.971767	570.59	1.1994
25.972692	570.60	1.1470
25.973617	570.61	1.1351
25.974542	570.62	1.1197
25.975467	570.63	1.1882
25.976392	570.64	1.2194
25.977318	570.65	1.2112
25.978242	570.66	1.2491
25.979168	570.67	1.2905
25.980093	570.68	1.2545
25.981018	570.69	1.3170
25.981943	570.70	1.4005
25.982868	570.71	1.4082
25.983793	570.72	1.4615
25.984718	570.73	1.4443
25.985643	570.74	1.4587
25.986568	570.75	1.4206
25.987493	570.76	1.4711
25.988418	570.77	1.4589
25.989343	570.78	1.4243
25.990268	570.79	1.4116
25.992118	570.81	1.3034
25.993043	570.82	1.3193
25.993968	570.83	1.3516
25.994893	570.84	1.2798
25.995818	570.85	1.2330
25.996743	570.86	1.2906
25.997668	570.87	1.3014
25.998593	570.88	1.3589
25.999518	570.89	1.2774
26.000443	570.90	1.0388
26.001400	570.91	1.0491
26.002356	570.92	1.1345
26.003313	570.93	1.1659
26.004270	570.94	1.1912
26.005226	570.95	1.2055
26.006183	570.96	1.2117
26.007139	570.97	1.2729
26.008096	570.98	1.2885
26.009052	570.99	1.3161
26.010009	571.00	1.2843
26.010966	571.01	1.2960
26.011922	571.02	1.2831
26.012879	571.03	1.3000
26.013835	571.04	1.2892
26.014792	571.05	1.2972
26.015748	571.06	1.2790
26.016705	571.07	1.2685
26.017662	571.08	1.3102
26.018618	571.09	1.2760
26.019575	571.10	1.2785
26.020531	571.11	1.3123
26.021488	571.12	1.3745
26.022444	571.13	1.3204
26.023401	571.14	1.2280
26.024358	571.15	1.2279
26.025314	571.16	1.2003
26.026271	571.17	1.1915
26.027227	571.18	1.1787
26.028184	571.19	1.1835
26.029140	571.20	1.1698
26.030097	571.21	1.1931
26.031054	571.22	1.1610
26.032010	571.23	1.1865
26.032967	571.24	1.1947
26.033923	571.25	1.1707
26.034880	571.26	1.1797
26.035836	571.27	1.1905
26.036793	571.28	1.2728
26.037750	571.29	1.3208
26.038706	571.30	1.3077
26.039663	571.31	1.3300
26.040619	571.32	1.3350
26.041576	571.33	1.3639
26.042532	571.34	1.3697
26.043489	571.35	1.3238
26.044446	571.36	1.3169
26.045402	571.37	1.3206
26.046359	571.38	1.3186
26.047315	571.39	1.2851
26.048272	571.40	1.2478
26.049228	571.41	1.2555
26.050185	571.42	1.3434
26.051142	571.43	1.3456
26.052098	571.44	1.3185
26.053055	571.45	1.2804
26.053955	571.46	1.3028
26.054855	571.47	1.3855
26.055756	571.48	1.3300
26.056656	571.49	1.3188
26.058456	571.51	1.3498
26.059357	571.52	1.3355
26.060257	571.53	1.3032
26.061157	571.54	1.3110
26.075562	571.70	1.3099
26.076462	571.71	1.2921
26.077362	571.72	1.2091
26.078263	571.73	1.1705
26.079163	571.74	1.1248
26.080063	571.75	1.1216
26.080964	571.76	1.0957
26.081864	571.77	1.1129
26.082764	571.78	1.1069
26.083664	571.79	1.1408
26.084565	571.80	1.1572
26.085465	571.81	1.1631
26.086365	571.82	1.1500
26.087266	571.83	1.1416
26.088166	571.84	1.1879
26.089066	571.85	1.1684
26.089966	571.86	1.1246
26.102570	572.00	1.0487
26.103510	572.01	1.2332
26.104450	572.02	1.4232
26.105390	572.03	1.5315
26.106330	572.04	1.5293
26.107270	572.05	1.4071
26.108210	572.06	1.3575
26.109150	572.07	1.3030
26.110090	572.08	1.3119
26.111030	572.09	1.2266
26.111970	572.10	1.2426
26.112910	572.11	1.2203
26.113850	572.12	1.2201
26.114790	572.13	1.2789
26.115730	572.14	1.2181
26.116670	572.15	1.3016
26.117610	572.16	1.4392
26.118550	572.17	1.3817
26.119490	572.18	1.2980
26.120430	572.19	1.2326
26.121370	572.20	1.1911
26.122310	572.21	1.1816
26.123250	572.22	1.1447
26.124190	572.23	1.1448
26.125130	572.24	1.1302
26.126070	572.25	1.1501
26.127010	572.26	1.1426
26.127950	572.27	1.1553
26.128890	572.28	1.1461
26.129830	572.29	1.1307
26.130770	572.30	1.1013
26.131710	572.31	1.1223
26.132650	572.32	1.1120
26.133590	572.33	1.1096
26.134530	572.34	1.0935
26.135470	572.35	1.0939
26.136410	572.36	1.0885
26.137350	572.37	1.1019
26.138290	572.38	1.1730
26.139230	572.39	1.2360
26.140170	572.40	1.1782
26.141110	572.41	1.1696
26.142050	572.42	1.1705
26.142990	572.43	1.1382
26.143930	572.44	1.1786
26.144870	572.45	1.2029
26.145810	572.46	1.2233
26.146750	572.47	1.2220
26.147690	572.48	1.1728
26.148630	572.49	1.1529
26.149570	572.50	1.1177
26.150510	572.51	1.1646
26.161894	572.63	1.1224
26.162847	572.64	1.1544
26.163800	572.65	1.1331
26.164753	572.66	1.1387
26.165706	572.67	1.1383
26.166659	572.68	1.1645
26.167612	572.69	1.1893
26.168565	572.70	1.3333
26.169518	572.71	1.3574
26.170471	572.72	1.2555
26.171424	572.73	1.1973
26.172378	572.74	1.1680
26.173331	572.75	1.1790
26.174284	572.76	1.2297
26.175237	572.77	1.1950
26.176190	572.78	1.1724
26.177143	572.79	1.1602
26.178096	572.80	1.1661
26.179049	572.81	1.1121
26.180002	572.82	1.1307
26.180955	572.83	1.1521
26.181908	572.84	1.1689
26.182861	572.85	1.1608
26.183814	572.86	1.2081
26.184767	572.87	1.2181
26.185720	572.88	1.1702
26.186673	572.89	1.1502
26.187626	572.90	1.1247
26.188580	572.91	1.1196
26.189532	572.92	1.1085
26.190486	572.93	1.2076
26.191439	572.94	1.2265
26.192392	572.95	1.2479
26.193345	572.96	1.2873
26.194298	572.97	1.2910
26.195251	572.98	1.2711
26.196204	572.99	1.2197
26.197157	573.00	1.2273
26.198110	573.01	1.3041
26.199063	573.02	1.3113
26.200016	573.03	1.3862
26.200969	573.04	1.2812
26.201922	573.05	1.3342
26.202875	573.06	1.3075
26.203828	573.07	1.3035
26.204781	573.08	1.3065
26.205734	573.09	1.1893
26.206688	573.10	1.2518
26.207594	573.11	1.3102
26.208502	573.12	1.4960
26.209409	573.13	1.4416
26.210316	573.14	1.4187
26.211223	573.15	1.4036
26.212130	573.16	1.4360
26.213037	573.17	1.5171
26.213944	573.18	1.5416
26.214851	573.19	1.4236
26.215758	573.20	1.4094
26.216665	573.21	1.4144
26.217572	573.22	1.4597
26.218479	573.23	1.4889
26.219386	573.24	1.5800
26.220293	573.25	1.5606
26.221200	573.26	1.5672
26.222107	573.27	1.5462
26.223014	573.28	1.5403
26.223921	573.29	1.5500
26.224828	573.30	1.5753
26.225735	573.31	1.6619
26.226642	573.32	1.6941
26.227549	573.33	1.6614
26.228456	573.34	1.5834
26.229363	573.35	1.5506
26.230270	573.36	1.4990
26.231177	573.37	1.4871
26.232084	573.38	1.5146
26.232991	573.39	1.5787
26.233898	573.40	1.6171
26.234806	573.41	1.6800
26.235712	573.42	1.7440
26.236620	573.43	1.6971
26.237527	573.44	1.6682
26.238434	573.45	1.6259
26.239341	573.46	1.5786
26.240248	573.47	1.5306
26.241155	573.48	1.5027
26.242062	573.49	1.5068
26.242969	573.50	1.6550
26.243876	573.51	1.7353
26.244783	573.52	1.7957
26.245690	573.53	1.8145
26.246597	573.54	1.8143
26.247504	573.55	1.7074
26.248411	573.56	1.6620
26.249318	573.57	1.6182
26.250225	573.58	1.5801
26.251132	573.59	1.5526
26.252039	573.60	1.4951
26.252946	573.61	1.4807
26.253853	573.62	1.4918
26.254760	573.63	1.5302
26.255667	573.64	1.5587
26.256574	573.65	1.5686
26.257566	573.66	1.5735
26.258558	573.67	1.6151
26.259550	573.68	1.5906
26.260541	573.69	1.6024
26.261533	573.70	1.5666
26.262525	573.71	1.5710
26.263516	573.72	1.5888
26.264508	573.73	1.5585
26.265500	573.74	1.5658
26.266492	573.75	1.5401
26.267484	573.76	1.5190
26.268475	573.77	1.4944
26.269467	573.78	1.4408
26.270459	573.79	1.4716
26.271451	573.80	1.4733
26.272442	573.81	1.5141
26.273434	573.82	1.4845
26.274426	573.83	1.4554
26.275418	573.84	1.4536
26.276409	573.85	1.4482
26.277401	573.86	1.4467
26.278393	573.87	1.4444
26.279385	573.88	1.6089
26.280376	573.89	1.5415
26.281368	573.90	1.4867
26.282360	573.91	1.4843
26.283352	573.92	1.4870
26.288311	573.97	1.4918
26.289302	573.98	1.4659
26.290294	573.99	1.4338
26.291286	574.00	1.4369
26.292278	574.01	1.4339
26.293269	574.02	1.4956
26.294261	574.03	1.5403
26.295253	574.04	1.5497
26.296245	574.05	1.5470
26.297236	574.06	1.5460
26.298228	574.07	1.5379
26.299220	574.08	1.5126
26.300212	574.09	1.5522
26.301204	574.10	1.6449
26.302195	574.11	1.7146
26.303187	574.12	1.7606
26.304179	574.13	1.7612
26.305170	574.14	1.6885
26.321644	574.31	1.3454
26.322601	574.32	1.3133
26.323558	574.33	1.3446
26.324515	574.34	1.3668
26.325471	574.35	1.4659
26.330255	574.40	1.4666
26.331211	574.41	1.4899
26.332168	574.42	1.4242
26.333125	574.43	1.3456
26.334081	574.44	1.3026
26.335038	574.45	1.2791
26.335995	574.46	1.3005
26.336951	574.47	1.2872
26.337908	574.48	1.3049
26.338865	574.49	1.2779
26.339821	574.50	1.2916
26.340778	574.51	1.3004
26.341735	574.52	1.3029
26.342691	574.53	1.2753
26.343648	574.54	1.3457
26.344605	574.55	1.4242
26.345561	574.56	1.3953
26.346518	574.57	1.4055
26.347475	574.58	1.3841
26.360868	574.72	1.3404
26.361825	574.73	1.3077
26.362782	574.74	1.2453
26.363738	574.75	1.2072
26.364627	574.76	1.2039
26.365516	574.77	1.2866
26.366405	574.78	1.4136
26.367294	574.79	1.6509
26.368183	574.80	1.6476
26.369072	574.81	1.5502
26.369961	574.82	1.5061
26.370850	574.83	1.4867
26.371739	574.84	1.4701
26.372628	574.85	1.3945
26.373517	574.86	1.3608
26.374406	574.87	1.4424
26.375295	574.88	1.4747
26.376184	574.89	1.4326
26.377073	574.90	1.4155
26.377962	574.91	1.3729
26.378851	574.92	1.3260
26.379740	574.93	1.3226
26.380628	574.94	1.2796
26.381517	574.95	1.3273
26.382406	574.96	1.3495
26.383295	574.97	1.3359
26.384184	574.98	1.4008
26.385073	574.99	1.3783
26.385962	575.00	1.3738
28.214085	595.00	0.5700
28.215061	595.01	0.5475
28.216036	595.02	0.7650
28.217012	595.03	0.6900
28.217987	595.04	0.6900
28.218962	595.05	0.5700
28.219938	595.06	0.4950
28.220913	595.07	0.4575
28.221889	595.08	0.4950
28.222864	595.09	0.5850
28.223840	595.10	0.4200
28.224777	595.11	0.5550
28.225713	595.12	0.6300
28.226650	595.13	0.4800
28.227587	595.14	0.7350
28.228524	595.15	0.6825
28.229460	595.16	1.0275
28.230397	595.17	0.7875
28.231334	595.18	0.6300
28.232271	595.19	0.6600
28.233207	595.20	0.6075
28.234144	595.21	0.6225
28.235081	595.22	0.4875
28.238828	595.26	0.5250
28.239765	595.27	0.6300
28.240701	595.28	0.5625
28.241638	595.29	0.4500
28.242575	595.30	0.4500
28.243512	595.31	0.4350
28.244448	595.32	0.5625
28.245385	595.33	0.6000
28.259436	595.48	0.5850
28.260373	595.49	0.4725
28.261310	595.50	0.6975
28.262247	595.51	0.8175
28.263184	595.52	0.6975
28.264120	595.53	0.6525
28.265057	595.54	0.5325
28.265994	595.55	0.5325
28.266930	595.56	0.4950
28.267867	595.57	0.5700
28.268804	595.58	0.7200
28.269741	595.59	0.6675
28.270678	595.60	0.6000
28.271614	595.61	0.6525
28.272551	595.62	0.5325
28.273488	595.63	0.5700
28.274424	595.64	0.5625
28.275361	595.65	0.5850
28.276241	595.66	0.5775
28.277120	595.67	0.6150
28.278880	595.69	0.6600
28.279759	595.70	0.5175
28.280639	595.71	0.4875
28.281518	595.72	0.5250
28.282398	595.73	0.4275
28.283277	595.74	0.4650
28.284157	595.75	0.5250
28.285036	595.76	0.5475
28.285916	595.77	0.5475
28.286795	595.78	0.5400
28.287675	595.79	0.7500
28.288554	595.80	0.8850
28.289434	595.81	0.6075
28.290314	595.82	0.5625
28.291193	595.83	0.5700
28.292073	595.84	0.5325
28.292952	595.85	0.5025
28.293832	595.86	0.4425
28.294711	595.87	0.4050
28.295591	595.88	0.3750
28.296470	595.89	0.3450
28.297350	595.90	0.3375
28.298230	595.91	0.3750
28.299109	595.92	0.5400
28.299989	595.93	0.4350
28.300868	595.94	0.6300
28.301748	595.95	0.5175
28.302627	595.96	0.5850
28.303507	595.97	0.4500
28.304386	595.98	0.4200
28.305266	595.99	0.3825
28.306145	596.00	0.4500
28.307025	596.01	0.4500
28.307904	596.02	0.4275
28.308784	596.03	0.4575
28.309664	596.04	0.5400
28.310543	596.05	0.3900
28.311423	596.06	0.3000
28.312302	596.07	0.3225
28.313182	596.08	0.4875
28.314061	596.09	0.4425
28.314941	596.10	0.3600
28.315820	596.11	0.4050
28.316700	596.12	0.4275
28.317580	596.13	0.4200
28.318459	596.14	0.4275
28.319339	596.15	0.4050
28.320218	596.16	0.3750
28.321098	596.17	0.3900
28.321977	596.18	0.4500
28.324624	596.21	0.3675
28.325512	596.22	0.4050
28.326400	596.23	0.3900
28.327288	596.24	0.3975
28.328176	596.25	0.4650
28.329064	596.26	0.4875
28.329952	596.27	0.4650
28.330840	596.28	0.4650
28.331728	596.29	0.4425
28.332616	596.30	0.4800
28.333504	596.31	0.6000
28.334391	596.32	0.6450
28.335279	596.33	0.5850
28.336167	596.34	0.5775
28.337055	596.35	0.5400
28.337943	596.36	0.5475
28.338831	596.37	0.4800
28.339719	596.38	0.4875
28.340607	596.39	0.5850
28.341495	596.40	0.4875
28.342383	596.41	0.4200
28.343271	596.42	0.3675
28.344159	596.43	0.3600
28.345047	596.44	0.3675
28.345934	596.45	0.3975
28.346822	596.46	0.4950
28.347710	596.47	0.5325
28.348598	596.48	0.4950
28.349486	596.49	0.4125
28.350374	596.50	0.3750
28.351262	596.51	0.3675
28.352150	596.52	0.4125
28.353038	596.53	0.4050
28.353926	596.54	0.4500
28.354814	596.55	0.4575
28.355702	596.56	0.4650
28.356590	596.57	0.4875
28.357478	596.58	0.4650
28.358366	596.59	0.4725
28.359253	596.60	0.4875
28.360141	596.61	0.4950
28.361029	596.62	0.4875
28.361917	596.63	0.4500
28.362805	596.64	0.4200
28.363693	596.65	0.4875
28.364581	596.66	0.5100
28.365469	596.67	0.5250
28.366357	596.68	0.5850
28.367245	596.69	0.4500
28.368133	596.70	0.4050
28.369021	596.71	0.4200
28.369908	596.72	0.4575
28.370796	596.73	0.4500
28.371684	596.74	0.4425
28.372572	596.75	0.4350
28.373412	596.76	0.4725
28.374252	596.77	0.4800
28.375092	596.78	0.4575
28.375932	596.79	0.4125
28.376772	596.80	0.4125
28.377612	596.81	0.3750
28.378452	596.82	0.3600
